title,movie_id,cast,crew
The Divide,38541,"['Lauren German', 'Michael Biehn', 'Milo Ventimiglia']",['Xavier Gens']
The Eclipse,39563,"['Ciarán Hinds', 'Aidan Quinn', 'Iben Hjejle']",['Conor McPherson']
Demonic,234212,"['Maria Bello', 'Frank Grillo', 'Cody Horn']",['Will Canon']
My Big Fat Independent Movie,27404,"['Paget Brewster', 'Neil Barton', 'Eric Hoffman']",['Philip Zlotorynski']
The Deported,170480,"['Nicholas Turturro', 'Talia Shire', 'Paul Rodríguez']",['Lance Kawas']
Tanner Hall,71866,"['Rooney Mara', 'Georgia King', 'Brie Larson']",['Francesca Gregorini']
Open Road,192210,"['Camilla Belle', 'Andy García', 'Colin Egglesfield']",['Márcio Garcia']
They Came Together,180296,"['Paul Rudd', 'Amy Poehler', 'Bill Hader']",['David Wain']
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,157058,"['Kathryn Fiore', 'Flip Schultz', 'Olivia Alexander']",['Craig Moss']
Never Back Down 2: The Beatdown,70006,"['Stacey Asaro', 'Gralen Bryant Banks', 'Rus Blackwell']",['Michael Jai White']
Point Blank,26039,"['Lee Marvin', 'Angie Dickinson', 'Keenan Wynn']",['John Boorman']
Four Single Fathers,79587,"['Alessandro Gassman', 'Francesco Quinn', 'Joe Urla']",['Paolo Monico']
Enter the Dangerous Mind,176077,"['Jake Hoffman', 'Nikki Reed', 'Thomas Dekker']",['Youssef Delara']
Something Wicked,260947,"['Shantel VanSanten', 'John Robinson', 'James Patrick Stuart']",['Darin Scott']
AWOL-72,342502,"['Luke Goss', 'RZA', 'Bokeem Woodbine']",['Christian Sesma']
Iguana,191229,"['Everett McGill', 'Fabio Testi', 'Michael Madsen']",['Monte Hellman']
Chicago Overcoat,43213,"['Frank Vincent', 'Kathrine Narducci', 'Mike Starr']",['Brian Caunter']
Barry Munday,44594,"['Patrick Wilson', 'Malcolm McDowell', 'Judy Greer']","[""Chris D'Arienzo""]"
Central Station,666,"['Fernanda Montenegro', 'Marília Pêra', 'Vinícius de Oliveira']",['Walter Salles']
Pocketful of Miracles,248,"['Glenn Ford', 'Bette Davis', 'Hope Lange']",['Frank Capra']
Close Range,325173,"['Scott Adkins', 'Nick Chinlund', 'Caitlin Keats']",['Isaac Florentine']
Boynton Beach Club,55831,"['Brenda Vaccaro', 'Dyan Cannon', 'Joseph Bologna']",[]
Amnesiac,351043,"['Kate Bosworth', 'Wes Bentley', 'Shashawnee Hall']",['Michael Polish']
Freakonomics,43942,"['Zoe Sloane', 'Jade Viggiano', 'Amancaya Aguilar']",['Heidi Ewing']
High Tension,10226,"['Cécile de France', 'Maïwenn', 'Philippe Nahon']",['Alexandre Aja']
Griff the Invisible,66942,"['Ryan Kwanten', 'Maeve Dermody', 'Marshall Napier']",['Leon Ford']
Unnatural,356483,"['James Remar', 'Sherilyn Fenn', 'Ron Carlson']",['Hank Braxtan']
Hustle & Flow,10476,"['Terrence Howard', 'Anthony Anderson', 'Taryn Manning']",['Craig Brewer']
Some Like It Hot,239,"['Marilyn Monroe', 'Tony Curtis', 'Jack Lemmon']",['Billy Wilder']
Friday the 13th Part VII: The New Blood,10281,"['Kane Hodder', 'Lar Park Lincoln', 'Susan Jennifer Sullivan']",['John Carl Buechler']
The Wizard of Oz,630,"['Judy Garland', 'Frank Morgan', 'Ray Bolger']",['Victor Fleming']
Young Frankenstein,3034,"['Gene Wilder', 'Peter Boyle', 'Marty Feldman']",['Mel Brooks']
Diary of the Dead,13025,"['Michelle Morgan', 'Joshua Close', 'Shawn Roberts']",['George A. Romero']
Lage Raho Munna Bhai,21461,"['Sanjay Dutt', 'Arshad Warsi', 'Dilip Prabhavalkar']",['Rajkumar Hirani']
Ulee's Gold,55306,"['Peter Fonda', 'Patricia Richardson', 'Christine Dunford']",['Victor Nunez']
The Black Stallion,17264,"['Kelly Reno', 'Mickey Rooney', 'Teri Garr']",['Carroll Ballard']
Sardaarji,346081,[],['Rohit Jugraj']
Journey to Saturn,16016,"['Casper Christensen', 'Frank Hvam', 'Ali Kazim']",['Kresten Vestbjerg Andersen']
Donovan's Reef,15875,"['John Wayne', 'Elizabeth Allen', 'Lee Marvin']",['John Ford']
The Dress,5900,"['Henri Garcin', 'Ingeborg Elzevier', 'Khaldoun Elmecky']",['Alex van Warmerdam']
A Guy Named Joe,43306,"['Spencer Tracy', 'Irene Dunne', 'Van Johnson']",['Victor Fleming']
Blazing Saddles,11072,"['Cleavon Little', 'Gene Wilder', 'Harvey Korman']",['Mel Brooks']
Friday the 13th: The Final Chapter,9730,"['Kimberly Beck', 'Erich Anderson', 'Corey Feldman']",['Joseph Zito']
Ida,209274,"['Agata Trzebuchowska', 'Agata Kulesza', 'Joanna Kulig']",['Paweł Pawlikowski']
Maurice,26371,"['James Wilby', 'Hugh Grant', 'Rupert Graves']",['James Ivory']
Beer League,14137,"['Artie Lange', 'Ralph Macchio', 'Anthony DeSando']",['Frank Sebastiano']
Riding Giants,291,"['Jeff Clark', 'Darrick Doerner', 'Laird Hamilton']",['Stacy Peralta']
Timecrimes,14139,"['Karra Elejalde', 'Candela Fernández', 'Bárbara Goenaga']",['Nacho Vigalondo']
Silver Medalist,33106,"['Huang Bo', 'Kong Jiu', 'Shaohua Ma']",['Ning Hao']
Timber Falls,8875,"['Josh Randall', 'Nick Searcy', 'Beth Broderick']",['Tony Giglio']
Singin' in the Rain,872,"['Gene Kelly', ""Donald O'Connor"", 'Debbie Reynolds']",['Stanley Donen']
"Fat, Sick & Nearly Dead",72914,"['Joe Cross', 'Phil Riverstone', 'Amy Badberg']",['Joe Cross']
A Haunted House,139038,"['Marlon Wayans', 'Essence Atkins', 'Nick Swardson']",['Michael Tiddes']
2016: Obama's America,126509,[],['John Sullivan']
That Thing You Do!,9591,"['Tom Everett Scott', 'Johnathon Schaech', 'Tom Hanks']",['Tom Hanks']
Halloween III: Season of the Witch,10676,"['Tom Atkins', 'Stacey Nelkin', ""Dan O'Herlihy""]",['Tommy Lee Wallace']
Escape from the Planet of the Apes,1687,"['Roddy McDowall', 'Kim Hunter', 'Bradford Dillman']",['Don Taylor']
Hud,24748,"['Paul Newman', 'Melvyn Douglas', 'Patricia Neal']",['Martin Ritt']
Kevin Hart: Let Me Explain,181330,"['Kevin Hart', 'David Terrell', 'David Jason Perez']",['Leslie Small']
My Own Private Idaho,468,"['River Phoenix', 'Keanu Reeves', 'James Russo']",['Gus Van Sant']
Garden State,401,"['Zach Braff', 'Natalie Portman', 'Ian Holm']",['Zach Braff']
Before Sunrise,76,"['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert']",['Richard Linklater']
Evil Words,50538,"['Patrick Huard', 'Michel Côté', 'Catherine Florent']",['Éric Tessier']
Jesus' Son,25636,"['Billy Crudup', 'Denis Leary', 'Jack Black']",['Alison Maclean']
Saving Face,19316,"['Michelle Krusiec', 'Joan Chen', 'Lynn Chen']",['Alice Wu']
Brick Lane,21074,"['Tannishtha Chatterjee', 'Satish Kaushik', 'Christopher Simpson']",['Sarah Gavron']
Robot & Frank,84329,"['Frank Langella', 'Liv Tyler', 'James Marsden']",['Jake Schreier']
My Life Without Me,20,"['Sarah Polley', 'Amanda Plummer', 'Scott Speedman']",['Isabel Coixet']
The Spectacular Now,157386,"['Miles Teller', 'Shailene Woodley', 'Brie Larson']",['James Ponsoldt']
Religulous,13007,"['Bill Maher', 'Jose Luis De Jesus Miranda', 'Andrew Newberg']",['Larry Charles']
Fuel,13518,"['Joshua Tickell', 'Barbara Boxer', 'Richard Branson']",['Joshua Tickell']
Valley of the Heart's Delight,116584,"['Pete Postlethwaite', 'Gabriel Mann', 'Emily Harrison']",['Tim Boxell']
Eye of the Dolphin,46849,"['Carly Schroeder', 'Adrian Dunbar', 'George Harris']",['Michael D. Sellers']
8: The Mormon Proposition,40428,"['Rocky Mayor Anderson', 'Matt Aune', 'Tyler Barrick']",['Reed Cowan']
The Other End of the Line,17334,"['Jesse Metcalfe', 'Austin Basis', 'Larry Miller']",['James Dodson']
Anatomy,1698,"['Franka Potente', 'Benno Fürmann', 'Anna Loos']",['Stefan Ruzowitzky']
Sleep Dealer,20764,"['Leonor Varela', 'Jacob Vargas', 'Luis Fernando Peña']",['Alex Rivera']
Super,45132,"['Rainn Wilson', 'Ellen Page', 'Liv Tyler']",['James Gunn']
Christmas Mail,76706,"['Ashley Scott', 'A.J. Buckley', 'Rolanda Watts']",['John Murlowski']
Stung,254472,"[""Matt O'Leary"", 'Jessica Cook', 'Lance Henriksen']",['Benni Diez']
Antibirth,332285,"['Natasha Lyonne', 'Chloë Sevigny', 'Meg Tilly']",['Danny Perez']
Get on the Bus,49471,"['Ossie Davis', 'Charles S. Dutton', 'Andre Braugher']",['Spike Lee']
Thr3e,13569,"['Marc Blucas', 'Justine Waddell', 'Bill Moseley']",['Robby Henson']
Idiocracy,7512,"['Luke Wilson', 'Maya Rudolph', 'Dax Shepard']",['Mike Judge']
The Rise of the Krays,356216,"['Kevin Leslie', 'Simon Cotton', 'Phil Dunster']",['Zackary Adler']
This Is England,11798,"['Thomas Turgoose', 'Stephen Graham', 'Jo Hartley']",['Shane Meadows']
U.F.O.,146631,"['Bianca Bree', 'Sean Brosnan', 'Simon Phillips']",['Dominic Burns']
Bathing Beauty,43546,"['Red Skelton', 'Esther Williams', 'Basil Rathbone']",['George Sidney']
Go for It!,61038,"['Aimee Garcia', 'Al Bandiero', 'Jossara Jinaro']",['Carmen Marron']
"Dancer, Texas Pop. 81",78373,"['Breckin Meyer', 'Peter Facinelli', 'Eddie Mills']",['Tim McCanlies']
Show Boat,17820,"['Howard Keel', 'Kathryn Grayson', 'Ava Gardner']",['George Sidney']
Redemption Road,74457,"['Michael Clarke Duncan', 'Morgan Simpson', 'Kiele Sanchez']",['Mario Van Peebles']
The Calling,283384,"['Susan Sarandon', 'Gil Bellows', 'Ellen Burstyn']",['Jason Stone']
The Brave Little Toaster,19933,"['Jon Lovitz', 'Timothy Stack', 'Phil Hartman']",['Jerry Rees']
Fantasia,756,"['Deems Taylor', 'Walt Disney', 'Julietta Novis']",['David Hand']
8 Days,433715,"['Nicole Smolen', 'Kim Baldwin', 'Ariana Stephens']",['Jaco Booyens']
Friday the 13th Part III,9728,"['Dana Kimmell', 'Paul Kratka', 'Tracie Savage']",['Steve Miner']
Friday the 13th: A New Beginning,9731,"['Melanie Kinnaman', 'John Shepherd', 'Shavar Ross']",['Danny Steinmann']
The Last Sin Eater,9916,"['Louise Fletcher', 'Henry Thomas', 'Soren Fulton']",['Michael Landon Jr.']
Do You Believe?,309425,"['Mira Sorvino', 'Sean Astin', 'Alexa PenaVega']",['Jon Gunn']
Impact Point,14156,"['Brian Austin Green', 'Melissa Keller', 'Linden Ashby']",['Hayley Cloake']
The Valley of Decision,43610,"['Greer Garson', 'Gregory Peck', 'Donald Crisp']",['Tay Garnett']
Eden,360339,"['Jessica Lowndes', 'Ethan Peck', 'Diego Boneta']",['Shyam Madiraju']
Chicken Tikka Masala,31163,"['Chris Bisson', 'Saeed Jaffrey', 'Sally Bankes']",['Harmage Singh Kalirai']
There's Always Woodstock,297621,"['Allison Miller', 'James Wolk', 'Katey Sagal']",['Rita Merson']
Jack Brooks: Monster Slayer,16205,"['Robert Englund', 'Trevor Matthews', 'Daniel Kash']",['Jon Knautz']
The Best Years of Our Lives,887,"['Fredric March', 'Myrna Loy', 'Dana Andrews']",['William Wyler']
Bully,9517,"['Brad Renfro', 'Bijou Phillips', 'Nick Stahl']",['Larry Clark']
Elling,6007,"['Per Christian Ellefsen', 'Sven Nordin', 'Jørgen Langhelle']",['Petter Næss']
Mi America,364083,"['Robert Fontaine', 'Michael Brainard', 'Grant Boyd']",['Robert Fontaine']
[REC],8329,"['Manuela Velasco', 'Ferran Terraza', 'Martha Carbonell']",['Jaume Balagueró']
Lies in Plain Sight,69640,"['Martha Higareda', 'Chad Michael Murray', 'Yul Vazquez']",['Patricia Cardoso']
Sharkskin,371085,[],[]
Containment,347548,"['Louise Brealey', 'Lee Ross', 'Sheila Reid']",['Neil Mcenery-West']
The Timber,322443,"['James Ransone', 'Elisa Lasowski', 'Josh Peck']","[""Anthony O'Brien""]"
From Russia with Love,657,"['Sean Connery', 'Daniela Bianchi', 'Pedro Armendáriz']",['Terence Young']
The Toxic Avenger Part II,28165,"['Ron Fazio', 'John Altamura', 'Phoebe Legere']",['Lloyd Kaufman']
Sleeper,11561,"['Woody Allen', 'Diane Keaton', 'John Beck']",['Woody Allen']
It Follows,270303,"['Maika Monroe', 'Keir Gilchrist', 'Daniel Zovatto']",['David Robert Mitchell']
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,11624,"['Woody Allen', 'John Carradine', 'Lou Jacobi']",['Woody Allen']
To Kill a Mockingbird,595,"['Gregory Peck', 'Brock Peters', 'James Anderson']",['Robert Mulligan']
Mad Max 2: The Road Warrior,8810,"['Mel Gibson', 'Bruce Spence', 'Michael Preston']",['George Miller']
The Legend of Drunken Master,12207,"['Jackie Chan', 'Anita Mui', 'Ti Lung']",['Liu Chia-Liang']
Boys Don't Cry,226,"['Hilary Swank', 'Chloë Sevigny', 'Peter Sarsgaard']",['Kimberly Peirce']
Silent House,92182,"['Elizabeth Olsen', 'Adam Trese', 'Eric Sheffer Stevens']",['Chris Kentis']
The Lives of Others,582,"['Martina Gedeck', 'Ulrich Mühe', 'Sebastian Koch']",['Florian Henckel von Donnersmarck']
Courageous,72213,"['Alex Kendrick', 'Ken Bevel', 'Ben Davies']",['Alex Kendrick']
The Hustler,990,"['Paul Newman', 'Jackie Gleason', 'Piper Laurie']",['Robert Rossen']
Boom Town,55604,"['Clark Gable', 'Spencer Tracy', 'Claudette Colbert']",['Jack Conway']
The Triplets of Belleville,9662,"['Béatrice Bonifassi', 'Lina Boudreau', 'Michèle Caucheteux']",['Sylvain Chomet']
Smoke Signals,20862,"['Adam Beach', 'Evan Adams', 'Irene Bedard']",['Chris Eyre']
American Splendor,2771,"['Paul Giamatti', 'Hope Davis', 'Judah Friedlander']",['Shari Springer Berman']
Before Sunset,80,"['Ethan Hawke', 'Julie Delpy', 'Vernon Dobtcheff']",['Richard Linklater']
Amores perros,55,"['Gael García Bernal', 'Vanessa Bauche', 'Goya Toledo']",['Alejandro González Iñárritu']
Thirteen,11023,"['Evan Rachel Wood', 'Nikki Reed', 'Vanessa Hudgens']",['Catherine Hardwicke']
Gentleman's Agreement,33667,"['Gregory Peck', 'Dorothy McGuire', 'John Garfield']",['Elia Kazan']
Winter's Bone,39013,"['Jennifer Lawrence', 'John Hawkes', 'Kevin Breznahan']",['Debra Granik']
Touching the Void,11194,"['Brendan Mackey', 'Nicholas Aaron', 'Richard Hawking']",['Kevin Macdonald']
Alexander's Ragtime Band,43839,"['Tyrone Power', 'Alice Faye', 'Don Ameche']",['Henry King']
Me and You and Everyone We Know,1382,"['Miranda July', 'John Hawkes', 'Brandon Ratcliff']",['Miranda July']
Inside Job,44639,"['Matt Damon', 'William Ackman', 'Barack Obama']",['Charles Ferguson']
We Are Your Friends,301351,"['Zac Efron', 'Emily Ratajkowski', 'Wes Bentley']",['Max Joseph']
Ghost Dog: The Way of the Samurai,4816,"['Forest Whitaker', 'Cliff Gorman', 'Tricia Vessey']",['Jim Jarmusch']
Harsh Times,7873,"['Christian Bale', 'Freddy Rodríguez', 'Eva Longoria']",['David Ayer']
Captive,331190,"['Kate Mara', 'David Oyelowo', 'Michael Kenneth Williams']",['Jerry Jameson']
Full Frontal,15186,"['David Duchovny', 'Nicky Katt', 'Catherine Keener']",['Steven Soderbergh']
Witchboard,17994,"['Stephen Nichols', 'Tawny Kitaen', 'Todd Allen']",['Kevin Tenney']
Shortbus,1378,"['Sook-Yin Lee', 'Paul Dawson', 'PJ DeBoy']",['John Cameron Mitchell']
Waltz with Bashir,8885,"['Ari Folman', 'Ron Ben-Yishai', 'Dror Harazi']",['Ari Folman']
"The Book of Mormon Movie, Volume 1: The Journey",48382,"['Kirby Heyborne', 'Michael Flynn']",[]
No End in Sight,12901,"['Campbell Scott', 'Gerald Burke', 'Ali Fadhil']",['Charles Ferguson']
The Diary of a Teenage Girl,250124,"['Bel Powley', 'Kristen Wiig', 'Alexander Skarsgård']",['Marielle Heller']
In the Shadow of the Moon,14284,"['Buzz Aldrin', 'Michael Collins', 'Alan Bean']",['David Sington']
Meek's Cutoff,57120,"['Michelle Williams', 'Bruce Greenwood', 'Will Patton']",['Kelly Reichardt']
Inside Deep Throat,12228,"['Dennis Hopper', 'Peter Bart', 'Warren Beatty']",['Fenton Bailey']
Dinner Rush,22617,"['Danny Aiello', 'John Rothman', 'Frank Bongiorno']",['Bob Giraldi']
Clockwatchers,55561,"['Toni Collette', 'Parker Posey', 'Lisa Kudrow']",['Jill Sprecher']
The Virginity Hit,42889,"['Matt Bennett', 'Zack Pearlman', 'Jacob Davich']",['Huck Botko']
Subway,10656,"['Isabelle Adjani', 'Christopher Lambert', 'Richard Bohringer']",['Luc Besson']
House of D,24363,"['Robin Williams', 'David Duchovny', 'Anton Yelchin']",['David Duchovny']
Teeth,13121,"['Jess Weixler', 'John Hensley', 'Josh Pais']",['Mitchell Lichtenstein']
Six-String Samurai,24746,"['Jeffrey Falcon', 'Justin McGuire', 'Kim De Angelo']",['Lance Mungia']
Hum To Mohabbat Karega,325140,[],[]
It's All Gone Pete Tong,12109,"['Paul Kaye', 'Kate Magowan', 'Neil Maskell']",['Michael Dowse']
Saint John of Las Vegas,27023,"['Steve Buscemi', 'Romany Malco', 'Tim Blake Nelson']",['Hue Rhodes']
24 7: Twenty Four Seven,22913,"['Bob Hoskins', 'Danny Nussbaum', 'Bruce Jones']",['Shane Meadows']
Stonewall,273899,"['Jeremy Irvine', 'Jonny Beauchamp', 'Jonathan Rhys Meyers']",['Roland Emmerich']
Roadside Romeo,20653,"['Saif Ali Khan', 'Kareena Kapoor', 'Javed Jaffrey']",[]
This Thing of Ours,67373,"['James Caan', 'James Caan', 'Frank Vincent']",['Danny Provenzano']
The Lost Medallion: The Adventures of Billy Stone,171759,"['William Brent', 'Sammi Hanratty', 'James Hong']",['Bill Muir']
The Last Five Years,206296,"['Anna Kendrick', 'Jeremy Jordan', 'Natalie Knepp']",['Richard LaGravenese']
The Missing Person,35219,"['Michael Shannon', 'Amy Ryan', 'Frank Wood']",['Noah Buschel']
Return of the Living Dead 3,28260,"['Melinda Clarke', 'J. Trevor Edmond', 'Kent McCord']",['Brian Yuzna']
London,7515,"['Chris Evans', 'Jessica Biel', 'Joy Bryant']",['Hunter Richards']
Sherrybaby,13075,"['Maggie Gyllenhaal', 'Michelle Hurst', 'Sandra Rodríguez']",['Laurie Collyer']
Circle,335866,"['Julie Benz', 'Carter Jenkins', 'Cesar Garcia']",['Aaron Hann']
Eden Lake,13510,"['Kelly Reilly', 'Michael Fassbender', 'Tara Ellis']",['James Watkins']
Plush,215881,"['Emily Browning', 'Xavier Samuel', 'Cam Gigandet']",['Catherine Hardwicke']
Lesbian Vampire Killers,18238,"['James Corden', 'Mathew Horne', 'Paul McGann']",['Phil Claydon']
Gangster's Paradise: Jerusalema,22600,"['Daniel Buckland', 'Robert Hobbs', 'Rapulana Seiphemo']",['Ralph Ziman']
Freeze Frame,12612,"['Lee Evans', 'Sean McGinley', 'Ian McNeice']",['John Simpson']
Grave Encounters,50698,"['Sean Rogerson', 'Juan Riedinger', 'Ashleigh Gryzko']",['Colin Minihan']
Stitches,115210,"['Ross Noble', 'Tommy Knight', 'Gemma-Leah Devereux']",['Conor McMahon']
Nine Dead,34335,"['Melissa Joan Hart', 'John Terry', 'Chip Bent']",['Chris Shadley']
Bananas,11302,"['Woody Allen', 'Louise Lasser', 'Carlos Montalbán']",['Woody Allen']
Supercapitalist,119458,"['Linus Roache', 'Derek Ting', 'Richard Ng']",['Simon Yin']
Rockaway,20406,"['Nicholas Gonzalez', 'Mario Cimarro', 'Oleg Taktarov']",['Jeff Crook']
The Lady from Shanghai,3766,"['Rita Hayworth', 'Orson Welles', 'Everett Sloane']",['Orson Welles']
No Man's Land: The Rise of Reeker,18616,"['Stephen Martines', 'Valerie Cruz', 'Mircea Monroe']",['Dave Payne']
Highway,18808,"['Jake Gyllenhaal', 'Selma Blair', 'Jared Leto']",['James Cox']
Small Apartments,95755,"['Matt Lucas', 'Juno Temple', 'James Caan']",['Jonas Åkerlund']
Coffee Town,198062,"['Glenn Howerton', 'Steve Little', 'Ben Schwartz']",['Brad Copeland']
The Ghastly Love of Johnny X,188652,"['Will Keenan', 'Creed Bratton', 'De Anna Joy Brooks']",['Paul Bunnell']
All Is Bright,174311,"['Paul Rudd', 'Paul Giamatti', 'Sally Hawkins']",['Phil Morrison']
The Torture Chamber of Dr. Sadism,12602,"['Lex Barker', 'Christopher Lee', 'Karin Dor']",['Harald Reinl']
Straight A's,153795,"['Anna Paquin', 'Ryan Phillippe', 'Luke Wilson']",['James Cox']
A Funny Thing Happened on the Way to the Forum,17768,"['Zero Mostel', 'Phil Silvers', 'Buster Keaton']",['Richard Lester']
Slacker Uprising,13516,"['Michael Moore', 'Eddie Vedder', 'Robert Ellis Orrall']",['Michael Moore']
The Legend of Hell's Gate: An American Conspiracy,98549,"['Eric Balfour', 'Lou Taylor Pucci', 'Henry Thomas']",['Tanner Beard']
The Walking Deceased,312793,"['Tim Ogletree', 'Troy Ogletree', 'Dave Sheridan']",['Scott Dow']
The Curse of Downers Grove,309919,"['Bella Heathcote', 'Lucas Till', 'Helen Slater']",['Derick Martini']
Shark Lake,299553,"['Dolph Lundgren', 'James Chalke', 'Sara Malakul Lane']",['Jerry Dugan']
River's Edge,21309,"['Crispin Glover', 'Keanu Reeves', 'Ione Skye']",['Tim Hunter']
Northfork,32235,"['James Woods', 'Nick Nolte', 'Claire Forlani']",['Michael Polish']
The Marine 4: Moving Target,329540,"['Mike Mizanin', 'Melissa Roxburgh', 'Josh Blacker']",['William Kaufman']
Buried,26388,"['Ryan Reynolds', 'José Luis García Pérez', 'Robert Paterson']",['Rodrigo Cortés']
Submarine,49020,"['Craig Roberts', 'Sally Hawkins', 'Paddy Considine']",['Richard Ayoade']
The Square,159037,"['Khalid Abdalla', 'Dina Abdullah', 'Dina Amer']",['Jehane Noujaim']
One to Another,12838,"['Lizzie Brocheré', 'Arthur Dupont', 'Guillaume Baché']",['Jean-Marc Barr']
ABCD (Any Body Can Dance),157293,"['Prabhu Deva', 'Ganesh Acharya', 'Kay Kay Menon']","[""Remo D'Souza""]"
Man on Wire,14048,"['Philippe Petit', 'Jean François Heckel', 'Jean-Louis Blondeau']",['James Marsh']
Abandoned,356987,"['Dominic Purcell', 'Peter Feeney', 'Owen Black']",['John Laing']
Brotherly Love,295886,"['Keke Palmer', 'Cory Hardrict', 'Eric D. Hill Jr.']",['Jamal Hill']
The Last Exorcism,38358,"['Ashley Bell', 'Patrick Fabian', 'Iris Bahr']",['Daniel Stamm']
Nowhere Boy,33511,"['Aaron Taylor-Johnson', 'Anne-Marie Duff', 'Kristin Scott Thomas']",['Sam Taylor-Johnson']
A Streetcar Named Desire,702,"['Vivien Leigh', 'Marlon Brando', 'Kim Hunter']",['Elia Kazan']
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,935,"['Peter Sellers', 'George C. Scott', 'Sterling Hayden']",['Stanley Kubrick']
The Crime of Padre Amaro,542,"['Gael García Bernal', 'Ana Claudia Talancón', 'Sancho Gracia']",['Carlos Carrera']
Beasts of the Southern Wild,84175,"['Quvenzhané Wallis', 'Dwight Henry', 'Levy Easterly']",['Benh Zeitlin']
Battle for the Planet of the Apes,1705,"['Roddy McDowall', 'Natalie Trundy', 'Austin Stoker']",['J. Lee Thompson']
Songcatcher,62677,"['Janet McTeer', 'Michael Davis', 'Michael Goodwin']",['Maggie Greenwald']
Higher Ground,50875,"['Vera Farmiga', 'Donna Murphy', 'Dagmara Domińczyk']",['Vera Farmiga']
Vaalu,260778,"['Silambarasan', 'Hansika Motwani', 'Santhanam']",['Vijay Chandar']
The Greatest Movie Ever Sold,58492,"['Morgan Spurlock', 'Peter Berg', 'Paul Brennan']",['Morgan Spurlock']
Ed and His Dead Mother,44562,"['Eric Christmas', 'Harper Roisman', 'Steve Buscemi']",['Jonathan Wacks']
Travellers and Magicians,37232,"['Tshewang Dendup', 'Sonam Lhamo', 'Lhakpa Dorji']",['Khyentse Norbu']
Hang 'em High,4929,"['Clint Eastwood', 'Inger Stevens', 'Ed Begley']",['Ted Post']
Deadline - U.S.A.,36334,"['Humphrey Bogart', 'Ethel Barrymore', 'Kim Hunter']",['Richard Brooks']
Sublime,9783,"['Tom Cavanagh', 'Jeffrey Anderson-Gunter', 'Cas Anvar']",['Tony Krantz']
A Beginner's Guide to Snuff,386826,"['Joey Kern', 'Luke Edwards', 'Bree Williamson']",['Mitchell Altieri']
Independence Daysaster,205126,"['Casey Dubois', 'Iain Belcher', 'Andrea Brooks']",['W.D. Hogan']
Dysfunctional Friends,98557,"['Stacey Dash', 'Reagan Gomez-Preston', 'Wesley Jonathan']",['Corey Grant']
Run Lola Run,104,"['Franka Potente', 'Moritz Bleibtreu', 'Herbert Knaup']",['Tom Tykwer']
May,10894,"['Angela Bettis', 'Jeremy Sisto', 'Anna Faris']",['Lucky McKee']
Against the Wild,246449,"['Natasha Henstridge', 'CJ Adams', 'Erin Pitt']",['Richard Boddington']
Under the Same Moon,32579,"['Kate del Castillo', 'Adrián Alonso Barona', 'Eugenio Derbez']",['Patricia Riggen']
Conquest of the Planet of the Apes,1688,"['Roddy McDowall', 'Don Murray', 'Ricardo Montalban']",['J. Lee Thompson']
In the Bedroom,1999,"['Tom Wilkinson', 'Sissy Spacek', 'Nick Stahl']",['Todd Field']
I Spit on Your Grave,43947,"['Sarah Butler', 'Daniel Franzese', 'Chad Lindberg']",['Steven R. Monroe']
"Happy, Texas",24066,"['Steve Zahn', 'William H. Macy', 'Jeremy Northam']",['Mark Illsley']
My Summer of Love,9709,"['Natalie Press', 'Emily Blunt', 'Paddy Considine']",['Paweł Pawlikowski']
The Lunchbox,191714,"['Irrfan Khan', 'Nimrat Kaur', 'Nawazuddin Siddiqui']",['Ritesh Batra']
Yes,25312,"['Joan Allen', 'Simon Abkarian', 'Sam Neill']",['Sally Potter']
You Can't Take It With You,34106,"['Jean Arthur', 'Lionel Barrymore', 'James Stewart']",['Frank Capra']
From Here to Eternity,11426,"['Burt Lancaster', 'Montgomery Clift', 'Deborah Kerr']",['Fred Zinnemann']
She Wore a Yellow Ribbon,13909,"['John Wayne', 'Joanne Dru', 'John Agar']",['John Ford']
Grace Unplugged,206284,"['AJ Michalka', 'James Denton', 'Kevin Pollak']",['Brad J. Silverman']
Foolish,27455,"['Eddie Griffin', 'Master P', 'Amie Petersen']",['Dave Meyers']
N-Secure,66468,"['Cordell Moore', 'Essence Atkins', 'Denise Boutte']",['David M. Matthews']
Caramel,7973,"['Nadine Labaki', 'Yasmine Al Massri', 'Joanna Moukarzel']",['Nadine Labaki']
Out of the Dark,283686,"['Julia Stiles', 'Scott Speedman', 'Stephen Rea']",['Lluís Quílez']
The Bubble,15976,"['Ohad Knoller', 'Yousef Sweid', 'Daniella Wircer']",['Eytan Fox']
The Conversation,592,"['Gene Hackman', 'John Cazale', 'Frederic Forrest']",['Francis Ford Coppola']
Dil Jo Bhi Kahey...,74084,"['Amitabh Bachchan', 'Revathi', 'Karan Sharma']",['Romesh Sharma']
Mississippi Mermaid,1651,"['Jean-Paul Belmondo', 'Catherine Deneuve', 'Michel Bouquet']",['François Truffaut']
I Love Your Work,25428,"['Marisa Coughlan', 'Judy Greer', 'Shalom Harlow']",['Adam Goldberg']
Cabin Fever,298584,"['Matthew Daddario', 'Samuel Davis', 'Dustin Ingram']",['Travis Zariwny']
